,job,job_status,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,y
2272,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2273,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2274,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2275,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2276,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2277,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2278,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2279,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2280,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2281,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2282,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2283,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2284,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2285,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2286,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2287,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2288,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2289,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2290,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2291,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2292,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2293,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2294,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2295,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2296,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2297,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2298,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2299,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2300,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2301,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2302,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2303,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2305,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2306,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2307,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2308,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2309,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2310,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2311,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2312,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2313,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2314,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2315,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2316,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2317,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2318,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2319,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2320,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2321,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2322,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2323,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2324,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2325,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2326,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2327,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2328,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2329,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2330,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2331,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2332,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2333,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2334,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2335,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2336,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2337,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2338,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2339,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2340,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2341,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2342,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2343,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2344,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2345,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2346,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2347,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2348,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2349,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2350,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2351,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2352,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2353,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2354,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2355,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2356,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2357,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2358,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2359,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2360,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2361,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2362,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2363,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2364,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2365,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2366,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2367,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2368,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2369,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2370,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2371,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2372,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2373,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2374,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2375,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2376,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2377,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2378,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2379,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2380,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2381,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2383,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2384,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2385,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2386,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2387,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2388,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2389,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2390,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2391,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2392,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2393,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2394,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2395,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2396,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2397,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2398,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2399,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2400,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2401,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2402,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2403,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2404,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2405,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2406,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2407,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2408,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2409,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2410,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2411,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2412,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2413,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2414,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2415,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2416,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2417,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2418,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2419,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2420,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2421,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2422,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2423,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2424,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2425,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2426,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2427,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2428,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2429,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2430,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2431,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2432,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2433,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
2434,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2435,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2436,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2437,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2438,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2439,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2440,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2441,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2442,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2443,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2444,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2445,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2446,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2447,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2448,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2449,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2450,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2451,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2452,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2453,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2454,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2455,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2456,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2457,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2458,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2459,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2460,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2461,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2462,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2463,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2464,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2465,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2466,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2467,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2468,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2469,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2470,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2471,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
2472,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2473,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2474,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2475,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2476,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2477,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,1
2478,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2479,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2480,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2481,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2482,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2483,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2484,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2485,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2486,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,1
2487,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2488,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2489,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2490,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2491,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2492,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2493,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2494,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2495,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2496,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2497,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2498,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2499,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2500,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2501,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2502,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2503,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2504,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2505,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2506,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2507,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2508,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2509,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2510,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2511,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2512,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
2513,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2514,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2515,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2516,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2517,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2518,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2519,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2520,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2521,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2522,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2523,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2524,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2525,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2526,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2527,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2528,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2529,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2530,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2531,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2532,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2533,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2534,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2535,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2536,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2537,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2538,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2539,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2540,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2541,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2542,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2543,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2544,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2545,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2546,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2547,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2548,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2549,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2550,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2551,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2552,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2553,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2554,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2555,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2556,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2557,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2558,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2559,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2560,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2561,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2562,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2563,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2564,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2565,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2566,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2567,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2568,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
2569,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2570,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2571,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2572,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2573,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2574,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2575,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2576,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2577,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2578,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2579,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2580,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2581,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2582,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2583,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2584,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2585,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2586,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2587,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2588,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2589,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2590,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2591,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2592,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2593,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2594,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2595,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2596,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2597,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2598,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2599,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2600,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2601,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2602,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2603,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2604,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2605,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2606,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2607,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2608,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2609,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2610,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2611,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2612,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2613,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2614,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2615,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2616,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2617,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2618,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2619,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2620,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2621,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2622,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2623,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2624,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2625,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2626,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2627,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2628,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2629,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2630,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2631,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2632,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2633,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2634,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2635,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2636,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2637,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2638,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2639,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2640,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2641,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2642,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2643,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2644,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2645,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2646,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2647,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2648,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2649,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2650,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2651,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2652,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2653,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2654,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2655,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2656,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2657,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2658,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2659,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2660,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2661,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2662,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2663,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2664,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2665,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
2666,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2667,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2668,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2669,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2670,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2671,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2672,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2673,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
