,Unnamed: 0,age,job,education,contact,day,month,duration,y,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,primary,secondary,tertiary,date,age_range,Young,Middle-aged,Senior,cellular,telephone
2553,2553,33,management,tertiary,cellular,13,5,562,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-13,Middle-aged,0,1,0,1,0
2554,2554,36,blue-collar,secondary,cellular,6,5,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-06,Middle-aged,0,1,0,1,0
2555,2555,49,unemployed,tertiary,cellular,22,5,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-22,Middle-aged,0,1,0,1,0
2556,2556,34,admin.,secondary,cellular,12,5,515,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-12,Middle-aged,0,1,0,1,0
2557,2557,40,technician,secondary,cellular,13,5,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-13,Middle-aged,0,1,0,1,0
2558,2558,72,retired,primary,cellular,24,4,173,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-04-24,Senior,0,0,1,1,0
2559,2559,43,technician,secondary,unknown,16,5,353,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-16,Middle-aged,0,1,0,0,0
2560,2560,44,blue-collar,secondary,cellular,11,5,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-11,Middle-aged,0,1,0,1,0
2561,2561,35,admin.,secondary,cellular,20,4,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-20,Middle-aged,0,1,0,1,0
2562,2562,46,admin.,secondary,cellular,18,11,466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-11-18,Middle-aged,0,1,0,1,0
2563,2563,55,admin.,secondary,cellular,17,4,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-17,Senior,0,0,1,1,0
2564,2564,50,technician,secondary,cellular,24,7,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-07-24,Middle-aged,0,1,0,1,0
2565,2565,23,blue-collar,unknown,cellular,18,5,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-05-18,Young,1,0,0,1,0
2566,2566,34,student,unknown,cellular,30,4,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-04-30,Middle-aged,0,1,0,1,0
2567,2567,40,blue-collar,secondary,unknown,29,5,245,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-29,Middle-aged,0,1,0,0,0
2568,2568,61,retired,secondary,cellular,6,10,215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-10-06,Senior,0,0,1,1,0
2569,2569,53,technician,secondary,unknown,15,5,190,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-15,Senior,0,0,1,0,0
2570,2570,57,technician,secondary,unknown,13,5,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-13,Senior,0,0,1,0,0
2571,2571,28,blue-collar,secondary,cellular,30,4,171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-04-30,Middle-aged,0,1,0,1,0
2572,2572,25,admin.,secondary,cellular,30,7,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-30,Young,1,0,0,1,0
2573,2573,38,blue-collar,secondary,unknown,20,5,172,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-20,Middle-aged,0,1,0,0,0
2574,2574,27,services,secondary,unknown,23,5,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-23,Middle-aged,0,1,0,0,0
2575,2575,45,blue-collar,secondary,unknown,15,5,319,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-15,Middle-aged,0,1,0,0,0
2576,2576,31,services,secondary,cellular,2,2,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-02-02,Middle-aged,0,1,0,1,0
2577,2577,39,blue-collar,primary,unknown,6,5,158,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-06,Middle-aged,0,1,0,0,0
2578,2578,42,technician,secondary,cellular,29,8,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-29,Middle-aged,0,1,0,1,0
2579,2579,46,management,tertiary,unknown,20,5,128,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-20,Middle-aged,0,1,0,0,0
2580,2580,36,services,secondary,unknown,8,5,102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-08,Middle-aged,0,1,0,0,0
2581,2581,30,management,tertiary,unknown,16,6,124,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-16,Middle-aged,0,1,0,0,0
2582,2582,32,blue-collar,secondary,cellular,17,4,334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-04-17,Middle-aged,0,1,0,1,0
2583,2583,52,technician,tertiary,cellular,28,1,134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-01-28,Senior,0,0,1,1,0
2584,2584,31,management,tertiary,cellular,27,4,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-27,Middle-aged,0,1,0,1,0
2585,2585,60,management,primary,unknown,9,6,313,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2023-06-09,Senior,0,0,1,0,0
2586,2586,35,blue-collar,secondary,unknown,6,5,207,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-06,Middle-aged,0,1,0,0,0
2587,2587,38,management,tertiary,unknown,6,5,262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-06,Middle-aged,0,1,0,0,0
2588,2588,46,management,tertiary,cellular,19,8,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-19,Middle-aged,0,1,0,1,0
2589,2589,45,entrepreneur,tertiary,unknown,11,6,197,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2023-06-11,Middle-aged,0,1,0,0,0
2590,2590,59,services,secondary,cellular,12,5,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-05-12,Senior,0,0,1,1,0
2591,2591,34,management,tertiary,cellular,30,7,1165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-30,Middle-aged,0,1,0,1,0
2592,2592,33,technician,secondary,cellular,7,5,177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-07,Middle-aged,0,1,0,1,0
2593,2593,46,management,secondary,unknown,23,5,141,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-23,Middle-aged,0,1,0,0,0
2594,2594,48,admin.,secondary,cellular,29,7,164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-29,Middle-aged,0,1,0,1,0
2595,2595,31,services,secondary,cellular,16,7,151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-16,Middle-aged,0,1,0,1,0
2596,2596,32,technician,secondary,cellular,4,2,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-02-04,Middle-aged,0,1,0,1,0
2597,2597,35,blue-collar,primary,unknown,26,5,111,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-26,Middle-aged,0,1,0,0,0
2598,2598,36,blue-collar,primary,cellular,2,2,217,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-02-02,Middle-aged,0,1,0,1,0
2599,2599,52,management,tertiary,cellular,7,5,253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-07,Senior,0,0,1,1,0
2600,2600,45,management,tertiary,unknown,18,6,74,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-18,Middle-aged,0,1,0,0,0
2601,2601,34,management,tertiary,cellular,20,8,263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-20,Middle-aged,0,1,0,1,0
2602,2602,25,blue-collar,primary,unknown,3,6,233,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-06-03,Young,1,0,0,0,0
2603,2603,26,management,tertiary,cellular,13,8,402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-13,Middle-aged,0,1,0,1,0
2604,2604,57,management,unknown,cellular,30,9,585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-30,Senior,0,0,1,1,0
2605,2605,48,management,primary,unknown,14,5,145,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2023-05-14,Middle-aged,0,1,0,0,0
2606,2606,48,technician,unknown,unknown,16,6,143,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2023-06-16,Middle-aged,0,1,0,0,0
2607,2607,32,blue-collar,primary,cellular,8,7,524,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-08,Middle-aged,0,1,0,1,0
2608,2608,58,retired,secondary,cellular,11,8,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-08-11,Senior,0,0,1,1,0
2609,2609,57,management,primary,unknown,4,6,272,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2023-06-04,Senior,0,0,1,0,0
2610,2610,31,entrepreneur,tertiary,cellular,20,11,187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-11-20,Middle-aged,0,1,0,1,0
2611,2611,33,blue-collar,secondary,cellular,18,5,268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-18,Middle-aged,0,1,0,1,0
2612,2612,53,entrepreneur,tertiary,cellular,17,11,183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-11-17,Senior,0,0,1,1,0
2613,2613,36,admin.,secondary,cellular,27,2,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-02-27,Middle-aged,0,1,0,1,0
2614,2614,32,technician,tertiary,cellular,20,4,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-04-20,Middle-aged,0,1,0,1,0
2615,2615,45,blue-collar,secondary,cellular,6,2,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-02-06,Middle-aged,0,1,0,1,0
2616,2616,35,unemployed,tertiary,cellular,19,11,547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-11-19,Middle-aged,0,1,0,1,0
2617,2617,41,services,secondary,cellular,21,7,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-21,Middle-aged,0,1,0,1,0
2618,2618,54,services,secondary,cellular,31,7,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-31,Senior,0,0,1,1,0
2619,2619,49,services,secondary,cellular,8,8,780,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-08-08,Middle-aged,0,1,0,1,0
2620,2620,28,technician,secondary,cellular,12,5,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-12,Middle-aged,0,1,0,1,0
2621,2621,24,blue-collar,unknown,unknown,3,6,108,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023-06-03,Young,1,0,0,0,0
2622,2622,30,admin.,secondary,cellular,29,1,253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-01-29,Middle-aged,0,1,0,1,0
2623,2623,32,self-employed,primary,cellular,6,8,175,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2023-08-06,Middle-aged,0,1,0,1,0
2624,2624,53,entrepreneur,tertiary,unknown,15,5,106,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2023-05-15,Senior,0,0,1,0,0
2625,2625,42,blue-collar,primary,cellular,7,5,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-07,Middle-aged,0,1,0,1,0
2626,2626,48,blue-collar,primary,unknown,21,5,248,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-21,Middle-aged,0,1,0,0,0
2627,2627,33,technician,secondary,telephone,28,7,265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-07-28,Middle-aged,0,1,0,0,1
2628,2628,31,blue-collar,secondary,unknown,26,5,182,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-26,Middle-aged,0,1,0,0,0
2629,2629,56,unemployed,primary,cellular,5,2,916,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-02-05,Senior,0,0,1,1,0
2630,2630,58,retired,primary,cellular,4,8,506,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-08-04,Senior,0,0,1,1,0
2631,2631,37,admin.,secondary,cellular,20,4,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-20,Middle-aged,0,1,0,1,0
2632,2632,59,management,primary,cellular,17,4,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2023-04-17,Senior,0,0,1,1,0
2633,2633,50,management,tertiary,cellular,14,8,904,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-14,Middle-aged,0,1,0,1,0
2634,2634,39,housemaid,primary,unknown,6,5,699,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2023-05-06,Middle-aged,0,1,0,0,0
2635,2635,30,technician,secondary,cellular,6,5,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-06,Middle-aged,0,1,0,1,0
2636,2636,47,services,secondary,unknown,14,5,389,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-14,Middle-aged,0,1,0,0,0
2637,2637,44,self-employed,secondary,cellular,6,8,211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023-08-06,Middle-aged,0,1,0,1,0
2638,2638,38,blue-collar,primary,cellular,16,4,283,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-04-16,Middle-aged,0,1,0,1,0
2639,2639,50,management,tertiary,cellular,12,8,474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-12,Middle-aged,0,1,0,1,0
2640,2640,27,admin.,tertiary,cellular,15,5,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023-05-15,Middle-aged,0,1,0,1,0
2641,2641,73,retired,secondary,cellular,5,11,509,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-11-05,Senior,0,0,1,1,0
2642,2642,46,blue-collar,primary,unknown,7,5,279,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-07,Middle-aged,0,1,0,0,0
2643,2643,56,retired,secondary,telephone,17,7,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-07-17,Senior,0,0,1,0,1
2644,2644,36,management,tertiary,cellular,11,8,386,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-11,Middle-aged,0,1,0,1,0
2645,2645,33,blue-collar,primary,cellular,18,11,679,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-11-18,Middle-aged,0,1,0,1,0
2646,2646,40,management,tertiary,unknown,2,6,169,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-02,Middle-aged,0,1,0,0,0
2647,2647,52,management,tertiary,unknown,3,6,315,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-03,Senior,0,0,1,0,0
2648,2648,51,blue-collar,secondary,cellular,20,8,293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-08-20,Senior,0,0,1,1,0
2649,2649,33,blue-collar,secondary,cellular,3,2,439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-02-03,Middle-aged,0,1,0,1,0
2650,2650,54,services,secondary,unknown,19,5,198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-19,Senior,0,0,1,0,0
2651,2651,44,management,secondary,unknown,15,5,770,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-15,Middle-aged,0,1,0,0,0
2652,2652,50,entrepreneur,secondary,telephone,30,7,340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2023-07-30,Middle-aged,0,1,0,0,1
2653,2653,45,blue-collar,secondary,cellular,26,4,1472,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-04-26,Middle-aged,0,1,0,1,0
2654,2654,36,management,tertiary,cellular,4,8,293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-04,Middle-aged,0,1,0,1,0
2655,2655,42,technician,secondary,cellular,2,3,311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-03-02,Middle-aged,0,1,0,1,0
2656,2656,37,technician,secondary,cellular,18,11,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-11-18,Middle-aged,0,1,0,1,0
2657,2657,28,services,secondary,unknown,21,5,965,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-21,Middle-aged,0,1,0,0,0
2658,2658,56,admin.,secondary,unknown,9,6,594,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2023-06-09,Senior,0,0,1,0,0
2659,2659,59,admin.,secondary,cellular,12,5,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-12,Senior,0,0,1,1,0
2660,2660,32,unemployed,secondary,unknown,6,5,501,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-06,Middle-aged,0,1,0,0,0
2661,2661,57,retired,primary,cellular,15,7,274,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-07-15,Senior,0,0,1,1,0
2662,2662,49,admin.,secondary,telephone,21,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-11-21,Middle-aged,0,1,0,0,1
2663,2663,56,entrepreneur,unknown,unknown,20,6,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2023-06-20,Senior,0,0,1,0,0
2664,2664,48,admin.,unknown,cellular,14,5,243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023-05-14,Middle-aged,0,1,0,1,0
2665,2665,27,student,tertiary,cellular,22,5,198,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023-05-22,Middle-aged,0,1,0,1,0
2666,2666,31,management,tertiary,cellular,16,7,410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-16,Middle-aged,0,1,0,1,0
2667,2667,28,blue-collar,secondary,unknown,19,5,190,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-19,Middle-aged,0,1,0,0,0
2668,2668,36,management,tertiary,unknown,28,5,121,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-28,Middle-aged,0,1,0,0,0
2669,2669,58,housemaid,primary,telephone,9,7,148,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2023-07-09,Senior,0,0,1,0,1
2670,2670,46,admin.,secondary,cellular,20,4,239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-20,Middle-aged,0,1,0,1,0
2671,2671,32,management,tertiary,cellular,7,8,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-07,Middle-aged,0,1,0,1,0
2672,2672,39,services,secondary,unknown,6,6,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-06,Middle-aged,0,1,0,0,0
2673,2673,35,self-employed,tertiary,cellular,2,4,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023-04-02,Middle-aged,0,1,0,1,0
2674,2674,31,management,tertiary,cellular,18,7,1139,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-18,Middle-aged,0,1,0,1,0
2675,2675,29,management,tertiary,cellular,5,8,504,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-05,Middle-aged,0,1,0,1,0
2676,2676,48,blue-collar,primary,cellular,5,8,348,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-08-05,Middle-aged,0,1,0,1,0
2677,2677,60,retired,primary,telephone,30,7,130,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-07-30,Senior,0,0,1,0,1
2678,2678,74,retired,secondary,cellular,26,1,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-01-26,Senior,0,0,1,1,0
2679,2679,30,services,secondary,unknown,29,5,544,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-29,Middle-aged,0,1,0,0,0
2680,2680,52,admin.,primary,unknown,19,5,182,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2023-05-19,Senior,0,0,1,0,0
2681,2681,24,blue-collar,secondary,cellular,2,4,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-04-02,Young,1,0,0,1,0
2682,2682,29,services,secondary,unknown,28,5,272,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-28,Middle-aged,0,1,0,0,0
2683,2683,33,housemaid,primary,cellular,11,7,260,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2023-07-11,Middle-aged,0,1,0,1,0
2684,2684,34,blue-collar,secondary,unknown,8,5,672,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-08,Middle-aged,0,1,0,0,0
2685,2685,45,admin.,secondary,cellular,29,10,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-10-29,Middle-aged,0,1,0,1,0
2686,2686,31,blue-collar,secondary,telephone,15,7,275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-07-15,Middle-aged,0,1,0,0,1
2687,2687,45,technician,secondary,cellular,23,10,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-10-23,Middle-aged,0,1,0,1,0
2688,2688,27,services,secondary,unknown,4,6,749,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-04,Middle-aged,0,1,0,0,0
2689,2689,30,management,tertiary,cellular,25,8,142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-25,Middle-aged,0,1,0,1,0
2690,2690,45,blue-collar,primary,cellular,26,8,454,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-08-26,Middle-aged,0,1,0,1,0
2691,2691,57,blue-collar,secondary,cellular,18,5,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-18,Senior,0,0,1,1,0
2692,2692,34,management,tertiary,telephone,30,1,521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-30,Middle-aged,0,1,0,0,1
2693,2693,40,admin.,secondary,cellular,17,11,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-11-17,Middle-aged,0,1,0,1,0
2694,2694,39,management,tertiary,cellular,9,4,504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-09,Middle-aged,0,1,0,1,0
2695,2695,46,technician,tertiary,cellular,11,8,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-08-11,Middle-aged,0,1,0,1,0
2696,2696,55,management,tertiary,cellular,5,6,103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-05,Senior,0,0,1,1,0
2697,2697,25,management,tertiary,cellular,17,2,485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-02-17,Young,1,0,0,1,0
2698,2698,34,management,tertiary,cellular,5,8,166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-05,Middle-aged,0,1,0,1,0
2699,2699,37,blue-collar,primary,cellular,8,5,318,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-08,Middle-aged,0,1,0,1,0
2700,2700,64,retired,tertiary,cellular,3,7,531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2023-07-03,Senior,0,0,1,1,0
2701,2701,45,technician,secondary,cellular,13,5,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-13,Middle-aged,0,1,0,1,0
2702,2702,57,housemaid,secondary,telephone,10,7,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2023-07-10,Senior,0,0,1,0,1
2703,2703,21,student,unknown,unknown,12,5,198,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2023-05-12,Young,1,0,0,0,0
2704,2704,58,housemaid,secondary,telephone,14,8,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2023-08-14,Senior,0,0,1,0,1
2705,2705,41,blue-collar,secondary,unknown,1,7,479,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-07-01,Middle-aged,0,1,0,0,0
2706,2706,41,management,unknown,unknown,9,5,285,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2023-05-09,Middle-aged,0,1,0,0,0
2707,2707,58,management,tertiary,cellular,8,5,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-08,Senior,0,0,1,1,0
2708,2708,33,management,tertiary,cellular,15,5,199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-15,Middle-aged,0,1,0,1,0
2709,2709,32,management,tertiary,cellular,18,7,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-18,Middle-aged,0,1,0,1,0
2710,2710,44,services,secondary,unknown,4,6,389,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-04,Middle-aged,0,1,0,0,0
2711,2711,47,unknown,unknown,cellular,7,8,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-07,Middle-aged,0,1,0,1,0
2712,2712,41,self-employed,primary,unknown,6,6,37,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2023-06-06,Middle-aged,0,1,0,0,0
2713,2713,54,technician,tertiary,cellular,8,8,420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-08-08,Senior,0,0,1,1,0
2714,2714,47,technician,tertiary,telephone,7,5,973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-05-07,Middle-aged,0,1,0,0,1
2715,2715,32,management,tertiary,cellular,28,8,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-28,Middle-aged,0,1,0,1,0
2716,2716,59,housemaid,tertiary,cellular,29,7,376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023-07-29,Senior,0,0,1,1,0
2717,2717,29,technician,tertiary,cellular,2,2,125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-02-02,Middle-aged,0,1,0,1,0
2718,2718,48,services,secondary,cellular,20,8,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-08-20,Middle-aged,0,1,0,1,0
2719,2719,32,technician,secondary,cellular,18,5,442,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-05-18,Middle-aged,0,1,0,1,0
2720,2720,46,management,secondary,cellular,29,8,728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2023-08-29,Middle-aged,0,1,0,1,0
2721,2721,31,blue-collar,primary,unknown,21,5,281,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-21,Middle-aged,0,1,0,0,0
2722,2722,53,blue-collar,secondary,cellular,22,8,528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-08-22,Senior,0,0,1,1,0
2723,2723,34,technician,tertiary,cellular,20,11,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-11-20,Middle-aged,0,1,0,1,0
